"subject","course_code","course_name","description","credits"
"Leadership","LEAD 551","Leadership Skills&Development","This course concentrates on leadership as it occurs in one-on-one situations and in small groups, and surveys the major topical areas of leadership. A significant portion of the course focuses on interpersonal influence through language, framing and specific behaviors, as well as leading for innovation. Traditionally offered fall semester.","Credits: 4"
"Leadership","LEAD 552","Team Leadership","In today’s increasingly digital and interconnected workplace, the nature of team leadership has undergone profound transformations. This course addresses the core principles of team leadership while embracing the analytical rigor and technological expertise required in contemporary organizational settings. Through the study of empowerment, digitization, globalization, and team-based work structures, students will engage with both traditional team leadership constructs and cutting-edge STEM methodologies, including data analysis, simulation, and limited programming. This class will also address modern challenges such as virtual teams and the future of work.","Credits: 4"
"Leadership","LEAD 553","Strategic Leadership","The theme of this course is the role of leadership in larger systems and on the role of culture in organizations. Emphasis is on how to work in larger organizations to effect strategic change, implement new technology, work across different boundaries/units and work in different cultures and globally. The intent of this course is to develop the capacity in students to consult with larger organizations on strategic leadership and change management practices. Students will work with advanced information technology to learn how to best manage knowledge and to develop a learning culture in organizations. Traditionally offered spring semester.","Credits: 4"
"Leadership","LEAD 580C","Human Resources","NA","Credits: 4"
"Leadership","LEAD 580D","Leadership Seminar","This course addresses Leadership through a wide variety of lenses including Leading Through Storytelling, Leading Teams, Leading Through Authenticity, Leading Through Feedback, Leading During Crises, Leading Innovation, Leading the Future of Work, and others. Acceptance into the course requires a 3.5 GPA, submission of an application essay (1-2 pages), and one faculty recommendation. 

 

Students will experience a highly interactive learning environment in a small (20 student limit) Honors Seminar format including lectures, breakout groups, coaching, book summary reports, ongoing Q&A/discussions, and a capstone independent group project on ?The Future of Leadership.? Course content is taught by expert guest faculty and group assignments are supported by experienced professional coaches. 

 

The course is delivered using a unique hybrid design including two in-person class sessions (one near the beginning and one near the end of the semester). Other sessions during the first half of the semester are conducted virtually via Zoom. The second half of the semester is devoted to independent group project work (no formal class sessions), supported by periodic group coaching check-ins. SOM Honors Leadership Academy is led by Adjunct Faculty member (LEAD 480C/580C) and Binghamton University alumnus, Ian Ziskin, President, EXec EXcel Group, who has 42 years of experience as an author, business leader, board advisor and member, coach, consultant, chief HR officer, entrepreneur, professor, and speaker.","Credits: 4"
"Leadership","LEAD 595","Internship","Students may gain academic credit for meaningful educational internships. Academic validity of each opportunity must be verified by a faculty supervisor. Provides significant experience related to the student’s career goals.    Traditionally offered every semester.","Credits: Variable"
"Leadership","LEAD 597","Independent Study","In depth study in particular area of interest under the supervision of appropriate faculty.   Traditionally offered every semester.","Credits: Variable"
"Leadership","LEAD 600","Advanced OB","Doctoral-level seminar building on the introductory organizational behavior course by surveying in greater depth topics such as person-situation views, individual differences, dyadic and group processes, leadership and motivation, individual and group development, creativity and performance evaluation.","Credits: 4"
"Leadership","LEAD 601","Advanced Leadership","Doctoral-level seminar covering core theories of leadership in organizations. Classical, contemporary, alternative, and new-wave approaches are examined in depth from a multiple-levels-of-analysis perspective.","Credits: 4"
"Leadership","LEAD 602","Theory Testing in OB & L","Doctoral-level seminar designed to integrate theory, empirical research and advanced methodologies for testing leadership theories.","Credits: 4"
"Leadership","LEAD 603","Special Topics in OB & L","Doctoral-level seminar covering current topics in Leadership.","Credits: 4"
"Leadership","LEAD 604","Adv.Stat/Appl Data Analysis","The goal of this course is to develop a good understanding of applied data analysis for empirical research. Students should be able to identify appropriate statistical tools for a given research problem and be able to implement those tools in appropriate software.","Credits: 4"
"Leadership","LEAD 605","Computational Modeling","This course focuses on programming skills for modeling data and on computationally intensive statistical methods. Topics covered include gradient descent and other optimization techniques, nonlinear least squares estimation, method of moments, and various bootstrapping and Monte Carlo techniques, including Markov Chain Monte Carlo/Hamiltonian Monte Carlo (MCMC/HMC) for Bayesian data analysis. Emphasis is placed on building probability models for data and using computational techniques to solve for their parameters. The course primarily uses the R programming language, along with the JAGS and Stan engines for MCMC and HMC, respectively, though we may occasionally “get our hands dirty” with Python, Java, or C++, as needed. By the end of the course, students should be reasonably comfortable with programming algorithms for various flavours of likelihood-based data analysis.","Credits: 4"
